
Epoch:   0%|                                                                                                                     | 0/1 [00:00<?, ?it/s]
0 150 tensor(1.8819, device='cuda:0', grad_fn=<NllLossBackward0>)
0 151 tensor(2.0048, device='cuda:0', grad_fn=<NllLossBackward0>)
0 152 tensor(1.9190, device='cuda:0', grad_fn=<NllLossBackward0>)
0 153 tensor(1.8020, device='cuda:0', grad_fn=<NllLossBackward0>)
0 154 tensor(1.9025, device='cuda:0', grad_fn=<NllLossBackward0>)
0 155 tensor(1.8380, device='cuda:0', grad_fn=<NllLossBackward0>)
0 156 tensor(1.7810, device='cuda:0', grad_fn=<NllLossBackward0>)
0 157 tensor(1.8271, device='cuda:0', grad_fn=<NllLossBackward0>)
0 158 tensor(1.8851, device='cuda:0', grad_fn=<NllLossBackward0>)
0 159 tensor(1.8522, device='cuda:0', grad_fn=<NllLossBackward0>)
0 160 tensor(1.9602, device='cuda:0', grad_fn=<NllLossBackward0>)
0 161 tensor(1.9225, device='cuda:0', grad_fn=<NllLossBackward0>)
0 162 tensor(1.9349, device='cuda:0', grad_fn=<NllLossBackward0>)
0 163 tensor(2.0470, device='cuda:0', grad_fn=<NllLossBackward0>)
0 164 tensor(1.8396, device='cuda:0', grad_fn=<NllLossBackward0>)
0 165 tensor(1.9568, device='cuda:0', grad_fn=<NllLossBackward0>)
0 166 tensor(1.9046, device='cuda:0', grad_fn=<NllLossBackward0>)
0 167 tensor(1.9710, device='cuda:0', grad_fn=<NllLossBackward0>)
0 168 tensor(1.8733, device='cuda:0', grad_fn=<NllLossBackward0>)
0 169 tensor(1.8745, device='cuda:0', grad_fn=<NllLossBackward0>)
0 170 tensor(1.8945, device='cuda:0', grad_fn=<NllLossBackward0>)
0 171 tensor(1.8585, device='cuda:0', grad_fn=<NllLossBackward0>)
0 172 tensor(1.8652, device='cuda:0', grad_fn=<NllLossBackward0>)
0 173 tensor(1.9260, device='cuda:0', grad_fn=<NllLossBackward0>)
0 174 tensor(1.8170, device='cuda:0', grad_fn=<NllLossBackward0>)
0 175 tensor(2.0364, device='cuda:0', grad_fn=<NllLossBackward0>)
0 176 tensor(1.8642, device='cuda:0', grad_fn=<NllLossBackward0>)
0 177 tensor(1.8971, device='cuda:0', grad_fn=<NllLossBackward0>)
0 178 tensor(1.8470, device='cuda:0', grad_fn=<NllLossBackward0>)
0 179 tensor(1.7660, device='cuda:0', grad_fn=<NllLossBackward0>)
0 180 tensor(1.7615, device='cuda:0', grad_fn=<NllLossBackward0>)
0 181 tensor(1.8399, device='cuda:0', grad_fn=<NllLossBackward0>)
0 182 tensor(1.7730, device='cuda:0', grad_fn=<NllLossBackward0>)
0 183 tensor(1.7495, device='cuda:0', grad_fn=<NllLossBackward0>)
0 184 tensor(1.7999, device='cuda:0', grad_fn=<NllLossBackward0>)
0 185 tensor(1.9256, device='cuda:0', grad_fn=<NllLossBackward0>)
0 186 tensor(1.8892, device='cuda:0', grad_fn=<NllLossBackward0>)
0 187 tensor(1.8425, device='cuda:0', grad_fn=<NllLossBackward0>)
0 188 tensor(1.9758, device='cuda:0', grad_fn=<NllLossBackward0>)
0 189 tensor(1.9479, device='cuda:0', grad_fn=<NllLossBackward0>)
0 190 tensor(1.8651, device='cuda:0', grad_fn=<NllLossBackward0>)
0 191 tensor(1.7771, device='cuda:0', grad_fn=<NllLossBackward0>)
0 192 tensor(1.9154, device='cuda:0', grad_fn=<NllLossBackward0>)
0 193 tensor(1.8396, device='cuda:0', grad_fn=<NllLossBackward0>)
0 194 tensor(1.8780, device='cuda:0', grad_fn=<NllLossBackward0>)
0 195 tensor(1.9182, device='cuda:0', grad_fn=<NllLossBackward0>)
0 196 tensor(1.8606, device='cuda:0', grad_fn=<NllLossBackward0>)
0 197 tensor(1.9708, device='cuda:0', grad_fn=<NllLossBackward0>)
0 198 tensor(1.8241, device='cuda:0', grad_fn=<NllLossBackward0>)
0 199 tensor(1.8947, device='cuda:0', grad_fn=<NllLossBackward0>)
0 200 tensor(1.8187, device='cuda:0', grad_fn=<NllLossBackward0>)
0 201 tensor(1.9487, device='cuda:0', grad_fn=<NllLossBackward0>)
0 202 tensor(1.9771, device='cuda:0', grad_fn=<NllLossBackward0>)
0 203 tensor(1.9036, device='cuda:0', grad_fn=<NllLossBackward0>)
0 204 tensor(1.9568, device='cuda:0', grad_fn=<NllLossBackward0>)
0 205 tensor(1.9097, device='cuda:0', grad_fn=<NllLossBackward0>)
0 206 tensor(1.9600, device='cuda:0', grad_fn=<NllLossBackward0>)
0 207 tensor(1.9251, device='cuda:0', grad_fn=<NllLossBackward0>)
0 208 tensor(1.8715, device='cuda:0', grad_fn=<NllLossBackward0>)
0 209 tensor(1.7763, device='cuda:0', grad_fn=<NllLossBackward0>)
0 210 tensor(1.9221, device='cuda:0', grad_fn=<NllLossBackward0>)
0 211 tensor(1.7590, device='cuda:0', grad_fn=<NllLossBackward0>)
0 212 tensor(1.8648, device='cuda:0', grad_fn=<NllLossBackward0>)
0 213 tensor(1.8517, device='cuda:0', grad_fn=<NllLossBackward0>)
0 214 tensor(1.8786, device='cuda:0', grad_fn=<NllLossBackward0>)
0 215 tensor(1.8391, device='cuda:0', grad_fn=<NllLossBackward0>)
0 216 tensor(1.9067, device='cuda:0', grad_fn=<NllLossBackward0>)
0 217 tensor(1.8480, device='cuda:0', grad_fn=<NllLossBackward0>)
0 218 tensor(1.7453, device='cuda:0', grad_fn=<NllLossBackward0>)
0 219 tensor(1.8728, device='cuda:0', grad_fn=<NllLossBackward0>)
0 220 tensor(1.9068, device='cuda:0', grad_fn=<NllLossBackward0>)
0 221 tensor(1.9587, device='cuda:0', grad_fn=<NllLossBackward0>)
0 222 tensor(1.8570, device='cuda:0', grad_fn=<NllLossBackward0>)
0 223 tensor(1.6947, device='cuda:0', grad_fn=<NllLossBackward0>)
0 224 tensor(1.8802, device='cuda:0', grad_fn=<NllLossBackward0>)
0 225 tensor(1.8461, device='cuda:0', grad_fn=<NllLossBackward0>)
0 226 tensor(1.8861, device='cuda:0', grad_fn=<NllLossBackward0>)
0 227 tensor(1.8944, device='cuda:0', grad_fn=<NllLossBackward0>)
0 228 tensor(1.9802, device='cuda:0', grad_fn=<NllLossBackward0>)
0 229 tensor(1.9293, device='cuda:0', grad_fn=<NllLossBackward0>)
0 230 tensor(1.9707, device='cuda:0', grad_fn=<NllLossBackward0>)
0 231 tensor(1.8981, device='cuda:0', grad_fn=<NllLossBackward0>)
0 232 tensor(1.9170, device='cuda:0', grad_fn=<NllLossBackward0>)
0 233 tensor(1.8252, device='cuda:0', grad_fn=<NllLossBackward0>)
0 234 tensor(1.8782, device='cuda:0', grad_fn=<NllLossBackward0>)
0 235 tensor(1.9495, device='cuda:0', grad_fn=<NllLossBackward0>)
0 236 tensor(1.8493, device='cuda:0', grad_fn=<NllLossBackward0>)
0 237 tensor(1.8442, device='cuda:0', grad_fn=<NllLossBackward0>)
0 238 tensor(1.9311, device='cuda:0', grad_fn=<NllLossBackward0>)
0 239 tensor(1.9354, device='cuda:0', grad_fn=<NllLossBackward0>)
0 240 tensor(1.8890, device='cuda:0', grad_fn=<NllLossBackward0>)
0 241 tensor(1.7857, device='cuda:0', grad_fn=<NllLossBackward0>)
0 242 tensor(1.7747, device='cuda:0', grad_fn=<NllLossBackward0>)
0 243 tensor(1.9566, device='cuda:0', grad_fn=<NllLossBackward0>)
0 244 tensor(1.9196, device='cuda:0', grad_fn=<NllLossBackward0>)
0 245 tensor(1.9515, device='cuda:0', grad_fn=<NllLossBackward0>)
0 246 tensor(1.9879, device='cuda:0', grad_fn=<NllLossBackward0>)
0 247 tensor(1.8613, device='cuda:0', grad_fn=<NllLossBackward0>)
0 248 tensor(1.8974, device='cuda:0', grad_fn=<NllLossBackward0>)
0 249 tensor(1.8996, device='cuda:0', grad_fn=<NllLossBackward0>)
0 250 tensor(1.8082, device='cuda:0', grad_fn=<NllLossBackward0>)
0 251 tensor(1.8543, device='cuda:0', grad_fn=<NllLossBackward0>)
0 252 tensor(1.8852, device='cuda:0', grad_fn=<NllLossBackward0>)
0 253 tensor(1.8975, device='cuda:0', grad_fn=<NllLossBackward0>)
0 254 tensor(1.7918, device='cuda:0', grad_fn=<NllLossBackward0>)
0 255 tensor(1.8706, device='cuda:0', grad_fn=<NllLossBackward0>)
0 256 tensor(1.8007, device='cuda:0', grad_fn=<NllLossBackward0>)
0 257 tensor(1.9073, device='cuda:0', grad_fn=<NllLossBackward0>)
0 258 tensor(1.8306, device='cuda:0', grad_fn=<NllLossBackward0>)
0 259 tensor(1.8487, device='cuda:0', grad_fn=<NllLossBackward0>)
0 260 tensor(1.8997, device='cuda:0', grad_fn=<NllLossBackward0>)
0 261 tensor(1.7913, device='cuda:0', grad_fn=<NllLossBackward0>)
0 262 tensor(1.9347, device='cuda:0', grad_fn=<NllLossBackward0>)
0 263 tensor(1.9680, device='cuda:0', grad_fn=<NllLossBackward0>)
0 264 tensor(1.8566, device='cuda:0', grad_fn=<NllLossBackward0>)
0 265 tensor(1.8707, device='cuda:0', grad_fn=<NllLossBackward0>)
0 266 tensor(1.7628, device='cuda:0', grad_fn=<NllLossBackward0>)
0 267 tensor(1.8141, device='cuda:0', grad_fn=<NllLossBackward0>)
0 268 tensor(1.9341, device='cuda:0', grad_fn=<NllLossBackward0>)
0 269 tensor(1.9321, device='cuda:0', grad_fn=<NllLossBackward0>)
0 270 tensor(1.7040, device='cuda:0', grad_fn=<NllLossBackward0>)
0 271 tensor(2.0277, device='cuda:0', grad_fn=<NllLossBackward0>)
0 272 tensor(1.7789, device='cuda:0', grad_fn=<NllLossBackward0>)
0 273 tensor(1.8997, device='cuda:0', grad_fn=<NllLossBackward0>)
0 274 tensor(1.8117, device='cuda:0', grad_fn=<NllLossBackward0>)
0 275 tensor(1.9801, device='cuda:0', grad_fn=<NllLossBackward0>)
0 276 tensor(1.8566, device='cuda:0', grad_fn=<NllLossBackward0>)
0 277 tensor(1.9473, device='cuda:0', grad_fn=<NllLossBackward0>)
0 278 tensor(1.9624, device='cuda:0', grad_fn=<NllLossBackward0>)
0 279 tensor(1.8536, device='cuda:0', grad_fn=<NllLossBackward0>)
0 280 tensor(1.7754, device='cuda:0', grad_fn=<NllLossBackward0>)
0 281 tensor(1.9241, device='cuda:0', grad_fn=<NllLossBackward0>)
0 282 tensor(1.8801, device='cuda:0', grad_fn=<NllLossBackward0>)
0 283 tensor(1.9217, device='cuda:0', grad_fn=<NllLossBackward0>)
0 284 tensor(1.8456, device='cuda:0', grad_fn=<NllLossBackward0>)
0 285 tensor(1.9286, device='cuda:0', grad_fn=<NllLossBackward0>)
0 286 tensor(1.7277, device='cuda:0', grad_fn=<NllLossBackward0>)
0 287 tensor(1.9076, device='cuda:0', grad_fn=<NllLossBackward0>)
0 288 tensor(2.0028, device='cuda:0', grad_fn=<NllLossBackward0>)
0 289 tensor(1.8593, device='cuda:0', grad_fn=<NllLossBackward0>)
0 290 tensor(1.8457, device='cuda:0', grad_fn=<NllLossBackward0>)
0 291 tensor(1.7370, device='cuda:0', grad_fn=<NllLossBackward0>)
0 292 tensor(1.8566, device='cuda:0', grad_fn=<NllLossBackward0>)
0 293 tensor(1.9416, device='cuda:0', grad_fn=<NllLossBackward0>)
0 294 tensor(1.8814, device='cuda:0', grad_fn=<NllLossBackward0>)
0 295 tensor(1.8591, device='cuda:0', grad_fn=<NllLossBackward0>)
0 296 tensor(1.8416, device='cuda:0', grad_fn=<NllLossBackward0>)
0 297 tensor(1.8489, device='cuda:0', grad_fn=<NllLossBackward0>)
0 298 tensor(1.8931, device='cuda:0', grad_fn=<NllLossBackward0>)
0 299 tensor(1.9376, device='cuda:0', grad_fn=<NllLossBackward0>)
0 300 tensor(1.8501, device='cuda:0', grad_fn=<NllLossBackward0>)
0 301 tensor(1.7833, device='cuda:0', grad_fn=<NllLossBackward0>)
0 302 tensor(1.8590, device='cuda:0', grad_fn=<NllLossBackward0>)
0 303 tensor(1.8403, device='cuda:0', grad_fn=<NllLossBackward0>)
0 304 tensor(1.9064, device='cuda:0', grad_fn=<NllLossBackward0>)
0 305 tensor(1.9566, device='cuda:0', grad_fn=<NllLossBackward0>)
0 306 tensor(1.9186, device='cuda:0', grad_fn=<NllLossBackward0>)
0 307 tensor(1.9838, device='cuda:0', grad_fn=<NllLossBackward0>)
0 308 tensor(1.9209, device='cuda:0', grad_fn=<NllLossBackward0>)
0 309 tensor(1.7492, device='cuda:0', grad_fn=<NllLossBackward0>)
0 310 tensor(2.0755, device='cuda:0', grad_fn=<NllLossBackward0>)
0 311 tensor(1.9008, device='cuda:0', grad_fn=<NllLossBackward0>)
0 312 tensor(2.0208, device='cuda:0', grad_fn=<NllLossBackward0>)
0 313 tensor(1.8522, device='cuda:0', grad_fn=<NllLossBackward0>)
0 314 tensor(1.8488, device='cuda:0', grad_fn=<NllLossBackward0>)
0 315 tensor(1.8729, device='cuda:0', grad_fn=<NllLossBackward0>)
0 316 tensor(1.9063, device='cuda:0', grad_fn=<NllLossBackward0>)
0 317 tensor(1.9785, device='cuda:0', grad_fn=<NllLossBackward0>)
0 318 tensor(1.9159, device='cuda:0', grad_fn=<NllLossBackward0>)
0 319 tensor(1.8147, device='cuda:0', grad_fn=<NllLossBackward0>)
0 320 tensor(1.8438, device='cuda:0', grad_fn=<NllLossBackward0>)
0 321 tensor(1.8933, device='cuda:0', grad_fn=<NllLossBackward0>)
0 322 tensor(1.8355, device='cuda:0', grad_fn=<NllLossBackward0>)
0 323 tensor(1.9162, device='cuda:0', grad_fn=<NllLossBackward0>)
0 324 tensor(1.9010, device='cuda:0', grad_fn=<NllLossBackward0>)
0 325 tensor(1.8749, device='cuda:0', grad_fn=<NllLossBackward0>)
0 326 tensor(1.8192, device='cuda:0', grad_fn=<NllLossBackward0>)
0 327 tensor(1.7181, device='cuda:0', grad_fn=<NllLossBackward0>)
0 328 tensor(1.7866, device='cuda:0', grad_fn=<NllLossBackward0>)
0 329 tensor(2.0195, device='cuda:0', grad_fn=<NllLossBackward0>)
0 330 tensor(1.7568, device='cuda:0', grad_fn=<NllLossBackward0>)
0 331 tensor(1.8913, device='cuda:0', grad_fn=<NllLossBackward0>)
0 332 tensor(1.8968, device='cuda:0', grad_fn=<NllLossBackward0>)
0 333 tensor(2.0160, device='cuda:0', grad_fn=<NllLossBackward0>)
0 334 tensor(1.7661, device='cuda:0', grad_fn=<NllLossBackward0>)
0 335 tensor(1.8429, device='cuda:0', grad_fn=<NllLossBackward0>)
0 336 tensor(1.9189, device='cuda:0', grad_fn=<NllLossBackward0>)
0 337 tensor(1.9476, device='cuda:0', grad_fn=<NllLossBackward0>)
0 338 tensor(1.8648, device='cuda:0', grad_fn=<NllLossBackward0>)
0 339 tensor(1.8467, device='cuda:0', grad_fn=<NllLossBackward0>)
0 340 tensor(1.8398, device='cuda:0', grad_fn=<NllLossBackward0>)
0 341 tensor(1.8225, device='cuda:0', grad_fn=<NllLossBackward0>)
0 342 tensor(1.7202, device='cuda:0', grad_fn=<NllLossBackward0>)
0 343 tensor(1.6910, device='cuda:0', grad_fn=<NllLossBackward0>)
0 344 tensor(1.9034, device='cuda:0', grad_fn=<NllLossBackward0>)
0 345 tensor(1.7528, device='cuda:0', grad_fn=<NllLossBackward0>)
0 346 tensor(1.8031, device='cuda:0', grad_fn=<NllLossBackward0>)
0 347 tensor(1.8716, device='cuda:0', grad_fn=<NllLossBackward0>)
0 348 tensor(1.8097, device='cuda:0', grad_fn=<NllLossBackward0>)
0 349 tensor(1.6712, device='cuda:0', grad_fn=<NllLossBackward0>)
0 350 tensor(1.9824, device='cuda:0', grad_fn=<NllLossBackward0>)
0 351 tensor(1.8585, device='cuda:0', grad_fn=<NllLossBackward0>)
0 352 tensor(1.8670, device='cuda:0', grad_fn=<NllLossBackward0>)
0 353 tensor(1.9761, device='cuda:0', grad_fn=<NllLossBackward0>)
0 354 tensor(1.9755, device='cuda:0', grad_fn=<NllLossBackward0>)
0 355 tensor(2.0267, device='cuda:0', grad_fn=<NllLossBackward0>)
0 356 tensor(1.9341, device='cuda:0', grad_fn=<NllLossBackward0>)
